,MKT,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN,HIGH,LOW,CMP,NET_TRDVAL,NET_TRDQTY,IND_SEC,CORP_IND,TRADES,HI_52_WK,LO_52_WK,ForDate
1081,N,EQ,PILANIINVS,PILANI INV & IND COR LTD,      1974.95,      1975.00,      1999.00,      1961.00,      1987.40,                 27381080.15,13838,N, ,1263,      2941.00,       912.00,2021-01-08
1082,N,EQ,PILITA,PIL ITALICA LIFESTYLE LTD,        11.30,        11.65,        12.00,        10.80,        11.75,                  4074773.70,352214,N, ,580,        12.00,         2.75,2021-01-08
1083,N,EQ,PIONDIST,PIONEER DIST LTD,       123.50,       123.90,       128.75,       120.55,       125.50,                 13959160.00,110775,N, ,2314,       151.70,        89.10,2021-01-08
1084,N,EQ,PIONEEREMB,PIONEER EMBROIDERIES LTD,        39.35,        39.75,        40.90,        38.65,        40.75,                  8871914.40,220775,N, ,686,        40.90,        14.05,2021-01-08
1085,N,EQ,PITTIENG,PITTI ENGINEERING LIMITED,        59.60,        59.00,        64.90,        58.45,        59.30,                 19074309.35,311499,N, ,4000,        66.65,        19.05,2021-01-08
1086,N,EQ,PLASTIBLEN,PLASTIBLENDS INDIA LTD,       252.20,       258.00,       258.00,       250.55,       251.40,                  3997421.65,15771,N, ,719,       280.55,        98.00,2021-01-08
1087,N,EQ,PNBGILTS,PNB GILTS LIMITED,        46.70,        47.00,        47.30,        45.40,        45.60,                 22950380.20,497499,N, ,2815,        49.30,        20.30,2021-01-08
1088,N,EQ,PNBHOUSING,PNB HOUSING FIN LTD.,       376.90,       380.00,       385.20,       371.35,       375.75,                113859622.95,300646,N, ,9289,       579.00,       145.65,2021-01-08
1089,N,EQ,PNC,PRITISH NANDY COMMUNICATI,        23.45,        23.50,        23.75,        22.75,        22.80,                   736216.65,31951,N, ,209,        26.85,         7.05,2021-01-08
1090,N,EQ,PNCINFRA,PNC INFRATECH LTD.,       182.55,       184.40,       194.00,       183.65,       192.20,                831895122.30,4386557,N, ,46189,       214.85,        80.00,2021-01-08
1091,N,EQ,PODDARHOUS,PODDAR HOUSE & DVPT LTD,       252.90,       263.65,       265.50,       240.30,       243.10,                 10381866.45,40317,N, ,1167,       332.40,       137.95,2021-01-08
1092,N,EQ,PODDARMENT,PODDAR PIGMENTS LIMITED,       196.15,       198.95,       205.95,       192.00,       201.80,                  7485018.30,37366,N, ,1105,       226.50,       101.00,2021-01-08
1093,N,EQ,POLYCAB,POLYCAB INDIA LIMITED,      1277.75,      1310.00,      1310.00,      1212.60,      1248.60,               1316055389.60,1027680,N, ,50422,      1310.00,       570.00,2021-01-08
1094,N,EQ,POLYMED,POLY MEDICURE LIMITED,       521.70,       524.20,       528.00,       510.95,       512.40,                 39166596.65,75547,N, ,6156,       558.80,       200.00,2021-01-08
1095,N,EQ,POLYPLEX,POLYPLEX CORPORATION LTD,       727.65,       732.30,       739.50,       720.00,       723.20,                 73985232.55,101545,N, ,5330,       878.85,       288.00,2021-01-08
1096,N,EQ,PONNIERODE,PONNIE SUGARS (ERODE) LTD,       168.35,       169.90,       170.95,       161.15,       163.70,                  1942494.45,11821,N, ,531,       197.00,        81.25,2021-01-08
1097,N,EQ,POWERINDIA,ABB POWER PRO N SYS IND L,      1286.50,      1299.50,      1331.85,      1291.00,      1297.40,                 14894071.70,11366,N, ,1163,      1400.40,       784.10,2021-01-08
1098,N,EQ,POWERMECH,POWER MECH PROJECTS LTD.,       425.80,       427.35,       435.40,       427.15,       431.75,                 17216598.00,39812,N, ,1994,       800.00,       306.00,2021-01-08
1099,N,EQ,PPAP,PPAP AUTOMOTIVE LIMITED,       257.85,       260.00,       269.00,       258.05,       267.75,                 11596088.55,43623,N, ,1609,       295.00,       102.05,2021-01-08
1100,N,EQ,PPL,PRAKASH PIPES LIMITED,       113.10,       113.10,       114.20,       108.45,       110.80,                 12345158.00,110108,N, ,1670,       126.45,        21.60,2021-01-08
1101,N,EQ,PRABHAT,PRABHAT DAIRY LIMITED,        72.30,        72.25,        74.90,        71.80,        72.15,                  4885623.95,66621,N, ,918,        88.60,        45.10,2021-01-08
1102,N,EQ,PRAJIND,PRAJ INDUSTRIES LTD,       123.10,       123.60,       125.20,       122.20,       124.30,                216464969.80,1752186,N, ,14341,       129.75,        43.00,2021-01-08
1103,N,EQ,PRAKASH,PRAKASH INDUSTRIES LTD,        61.65,        62.65,        63.50,        61.00,        61.35,                 99039772.75,1590303,N, ,7958,        65.45,        18.55,2021-01-08
1104,N,EQ,PRAXIS,PRAXIS HOME RETAIL LTD,        48.65,        49.65,        51.55,        48.15,        50.15,                  2093165.30,41445,N, ,468,        83.15,        18.40,2021-01-08
1105,N,EQ,PRECAM,PRECISION CAMSHAFTS LTD.,        45.45,        45.55,        48.45,        45.30,        46.45,                 23074905.25,491929,N, ,2743,        51.90,        21.70,2021-01-08
1106,N,EQ,PRECWIRE,PRECISION WIRES INDIA LTD,       161.45,       161.45,       163.90,       160.00,       160.45,                  3772807.75,23309,N, ,582,       180.80,        62.00,2021-01-08
1107,N,EQ,PREMEXPLN,PREMIER EXPLOSIVES LTD,       162.35,       163.05,       166.70,       159.00,       160.45,                  3525571.75,21785,N, ,487,       175.75,        55.10,2021-01-08
1108,N,EQ,PREMIER,PREMIER LIMITED,         5.50,         5.70,         5.75,         5.50,         5.70,                    76651.30,13398,N, ,78,         5.75,         1.25,2021-01-08
1109,N,EQ,PREMIERPOL,PREMIER POLYFILM LTD,        42.65,        41.00,        42.75,        40.30,        41.15,                  1145608.55,27396,N, ,574,        51.40,        15.40,2021-01-08
1110,N,EQ,PRESSMN,PRESSMAN ADVERTISING LTD,        25.80,        26.10,        26.50,        25.60,        25.85,                  1605522.50,61928,N, ,387,        31.80,        11.35,2021-01-08
1111,N,EQ,PRESTIGE,PRESTIGE ESTATE LTD,       282.60,       285.45,       290.20,       280.60,       286.65,                634960380.25,2217568,N, ,13521,       426.00,       133.65,2021-01-08
1112,N,EQ,PRICOLLTD,PRICOL LIMITED,        50.65,        51.10,        51.75,        49.90,        50.05,                 20228037.25,399045,N, ,2386,        66.50,        27.25,2021-01-08
1113,N,EQ,PRIMESECU,PRIME SECURITIES LIMITED,        45.10,        45.50,        45.95,        44.60,        45.00,                  5005396.15,110978,N, ,277,        53.25,        24.70,2021-01-08
1114,N,EQ,PRINCEPIPE,PRINCE PIPES FITTINGS LTD,       293.30,       292.15,       299.50,       292.15,       298.05,                109297390.00,367751,N, ,7002,       309.30,        75.30,2021-01-08
1115,N,EQ,PRIVISCL,PRIVI SPECIALITY CHE LTD,       554.85,       558.00,       560.00,       551.95,       558.35,                 13900713.65,24906,N, ,1737,       756.05,       355.05,2021-01-08
1117,N,EQ,PROZONINTU,PROZONE INTU PROPRTIS LTD,        22.85,        22.85,        23.30,        22.05,        22.20,                  4419435.55,196619,N, ,732,        28.10,         7.25,2021-01-08
1118,N,EQ,PRSMJOHNSN,PRISM JOHNSON LIMITED,        89.55,        90.00,        90.65,        87.35,        88.50,                 36781007.50,412994,N, ,3728,        95.00,        25.70,2021-01-08
1119,N,EQ,PSB,PUNJAB & SIND BANK,        13.35,        13.50,        13.95,        13.30,        13.85,                 19894366.40,1448923,N, ,2093,        24.10,         9.30,2021-01-08
1120,N,EQ,PSPPROJECT,PSP PROJECTS LIMITED,       416.85,       421.00,       421.00,       412.15,       418.55,                 74174032.60,178082,N, ,2843,       560.00,       232.00,2021-01-08
1121,N,EQ,PTC,PTC INDIA LIMITED,        60.20,        60.20,        61.25,        60.20,        60.60,                 61153101.65,1005375,N, ,8235,        68.70,        32.40,2021-01-08
1122,N,EQ,PTL,PTL ENTERPRISES LTD,        45.10,        45.75,        46.15,        45.15,        45.75,                  3960463.30,86839,N, ,612,        51.45,        23.25,2021-01-08
1123,N,EQ,PUNJABCHEM,PUNJAB CHEM & CROP PROT L,       798.90,       805.05,       809.90,       798.05,       800.35,                  3336673.75,4165,N, ,381,       840.00,       237.95,2021-01-08
1124,N,EQ,PURVA,PURAVANKARA LIMITED,        93.05,        94.45,        94.75,        91.40,        92.50,                 29906075.50,322327,N, ,3671,        96.00,        28.75,2021-01-08
1125,N,EQ,PVR,PVR LIMITED,      1434.00,      1455.00,      1471.30,      1441.05,      1455.00,               1718737262.60,1179674,N, ,37221,      2125.00,       718.30,2021-01-08
1126,N,EQ,QUESS,QUESS CORP LIMITED,       532.50,       533.00,       539.45,       523.50,       526.55,                 63039091.45,118929,N, ,5997,       638.20,       165.00,2021-01-08
1127,N,EQ,QUICKHEAL,QUICK HEAL TECH LTD,       171.30,       172.70,       175.00,       171.15,       172.10,                 61975577.00,358190,N, ,4917,       183.30,        63.10,2021-01-08
1128,N,EQ,RADAAN,RADAAN MEDIAWORKS (I) LTD,         1.35,         1.40,         1.40,         1.40,         1.40,                     7284.20,5203,N, ,11,         1.40,          .85,2021-01-08
1129,N,EQ,RADICO,RADICO KHAITAN LTD,       488.05,       493.70,       515.00,       493.00,       508.65,                971646360.65,1917277,N, ,35855,       515.00,       220.00,2021-01-08
1130,N,EQ,RAIN,RAIN INDUSTRIES LIMITED,       154.25,       155.65,       156.25,       150.15,       151.90,                361949288.55,2368492,N, ,21156,       156.25,        44.75,2021-01-08
1131,N,EQ,RAJESHEXPO,RAJESH EXPORTS LTD,       482.25,       483.90,       490.00,       481.95,       484.35,                121164369.70,249725,N, ,6441,       780.50,       441.00,2021-01-08
1133,N,EQ,RAJRATAN,RAJRATAN GLOBAL WIRE LTD,       450.35,       456.20,       459.90,       446.30,       448.55,                  3072663.40,6824,N, ,490,       477.70,       166.00,2021-01-08
1134,N,EQ,RAJSREESUG,RAJSHREE SUGAR & CHEMICAL,        17.20,        17.80,        17.80,        17.00,        17.15,                   516023.80,29731,N, ,163,        23.90,         8.50,2021-01-08
1135,N,EQ,RAJTV,RAJ TV NETWORK LTD,        36.90,        37.20,        38.20,        36.60,        37.50,                  1175735.65,31256,N, ,297,        50.90,        26.55,2021-01-08
1136,N,EQ,RALLIS,RALLIS INDIA LTD,       293.50,       296.55,       314.40,       296.15,       302.85,                771511907.15,2511092,N, ,48174,       339.80,       125.00,2021-01-08
1137,N,EQ,RAMANEWS,SHREE RAMA NEWSPRINT LTD,        15.75,        15.75,        16.30,        15.50,        15.60,                  2175184.70,138530,N, ,391,        17.50,         9.80,2021-01-08
1138,N,EQ,RAMASTEEL,RAMA STEEL TUBES LIMITED,        64.25,        67.45,        67.45,        65.00,        67.45,                  6591716.45,97844,N, ,347,        67.45,        16.10,2021-01-08
1139,N,EQ,RAMCOCEM,THE RAMCO CEMENTS LIMITED,       832.20,       841.05,       856.00,       836.15,       851.85,               1424244566.95,1682275,N, ,37461,       903.30,       455.00,2021-01-08
1140,N,EQ,RAMCOIND,RAMCO INDUSTRIES LIMITED,       232.85,       236.75,       236.75,       231.00,       232.65,                 28583503.90,123105,N, ,1851,       238.00,       104.60,2021-01-08
